imglink,title,category,videolink
https://img.youtube.com/vi/Ybu8j8j1RB0/0.jpg,여름 대비! 전신 지방 불태우기,전신,https://www.youtube.com/embed/Ybu8j8j1RB0?rel=0&autoplay=1
https://img.youtube.com/vi/HvK530VrQ9s/0.jpg,누구든지 손쉽게 집에서 할수 있는 운동,전신,https://www.youtube.com/embed/HvK530VrQ9s?rel=0&autoplay=1
https://img.youtube.com/vi/1_382W8MrGc/0.jpg,유연성을 높여주는 발레 동작,전신,https://www.youtube.com/embed/1_382W8MrGc?rel=0&autoplay=1
https://img.youtube.com/vi/JkGgT2bKl-4/0.jpg,몸의 균형을 잡아주는 8가지 운동,전신,https://www.youtube.com/embed/JkGgT2bKl-4?rel=0&autoplay=1
https://img.youtube.com/vi/LNqwj_MYEAc/0.jpg,초보자용 칼로리 태우며 체중감량까지~,전신,https://www.youtube.com/embed/LNqwj_MYEAc?rel=0&autoplay=1
https://img.youtube.com/vi/qUq-1syH8kk/0.jpg,줄넘기를 활용한 20분 운동,전신,https://www.youtube.com/embed/qUq-1syH8kk?rel=0&autoplay=1
https://img.youtube.com/vi/eUifFebhw-A/0.jpg,초보자들을 위한 루틴 전신 운동,전신,https://www.youtube.com/embed/eUifFebhw-A?rel=0&autoplay=1
https://img.youtube.com/vi/EsIk5k2KNdk/0.jpg,티파니 언니와 수건을 활용한 20분 운동,전신,https://www.youtube.com/embed/EsIk5k2KNdk?rel=0&autoplay=1
https://img.youtube.com/vi/bgFrG_XviP0/0.jpg,짧은 시간에 Full 바디 운동 - 토탈 운동,전신,https://www.youtube.com/embed/bgFrG_XviP0?rel=0&autoplay=1
https://img.youtube.com/vi/qPRSkObwNa8/0.jpg,뒤태여신 만들어주는 등 운동법!,전신,https://www.youtube.com/embed/qPRSkObwNa8?rel=0&autoplay=1
https://img.youtube.com/vi/JTgGchzD7Oc/0.jpg,45분 Full 바디 운동으로 600칼로리 태우기,전신,https://www.youtube.com/embed/JTgGchzD7Oc?rel=0&autoplay=1
https://img.youtube.com/vi/QOVubmFIbFM/0.jpg,바디라인을 이쁘게 만들어주는 운동,전신,https://www.youtube.com/embed/QOVubmFIbFM?rel=0&autoplay=1
https://img.youtube.com/vi/WnUyWxIgI4k/0.jpg,아무 장비 없이 집에서 7분 운동,전신,https://www.youtube.com/embed/WnUyWxIgI4k?rel=0&autoplay=1
https://img.youtube.com/vi/We4NQbDMBmk/0.jpg,체중감량 및 지방을 불태우는 운동,전신,https://www.youtube.com/embed/We4NQbDMBmk?rel=0&autoplay=1
https://img.youtube.com/vi/tYklJf6Cnqk/0.jpg,균형적인 몸매를 만들수 있는 전신운동,전신,https://www.youtube.com/embed/tYklJf6Cnqk?rel=0&autoplay=1
https://img.youtube.com/vi/HZo2slTBU30/0.jpg,체중 감량에 탁월한 38분 운동,전신,https://www.youtube.com/embed/HZo2slTBU30?rel=0&autoplay=1
https://img.youtube.com/vi/psChz-f3NPQ/0.jpg,집에서 흔히 있는 장비로 운동하기,전신,https://www.youtube.com/embed/psChz-f3NPQ?rel=0&autoplay=1
https://img.youtube.com/vi/y02c9vaDRBw/0.jpg,전신 FULL 바디 운동 - 16분 운동,전신,https://www.youtube.com/embed/y02c9vaDRBw?rel=0&autoplay=1
https://img.youtube.com/vi/1fDHrKRqy34/0.jpg,15분동안 300칼로리 소모! 불타는 아침운동!,전신,https://www.youtube.com/embed/1fDHrKRqy34?rel=0&autoplay=1
https://img.youtube.com/vi/T8TOT9fiUNs/0.jpg,모닝 짐볼 5분 운동,전신,https://www.youtube.com/embed/T8TOT9fiUNs?rel=0&autoplay=1
https://img.youtube.com/vi/ZwFVhm-rsDE/0.jpg,10대~♥ 청소년을 위한 15분 전신운동,전신,https://www.youtube.com/embed/ZwFVhm-rsDE?rel=0&autoplay=1
https://img.youtube.com/vi/IWnpKBGyj8A/0.jpg,집에서 쉽게 할수있는 15분 전신운동,전신,https://www.youtube.com/embed/IWnpKBGyj8A?rel=0&autoplay=1
https://img.youtube.com/vi/AVmyVwddYig/0.jpg,여름대비! 이 운동으로 대비해보자!,전신,https://www.youtube.com/embed/AVmyVwddYig?rel=0&autoplay=1
https://img.youtube.com/vi/Q4P6zPOdD6s/0.jpg,트램폴린 7분 운동,전신,https://www.youtube.com/embed/Q4P6zPOdD6s?rel=0&autoplay=1
https://img.youtube.com/vi/4iFzrXCVYkM/0.jpg,리포머 활용한 전신 불태우기 운동!,전신,https://www.youtube.com/embed/4iFzrXCVYkM?rel=0&autoplay=1
https://img.youtube.com/vi/ui_IvV3Z-qg/0.jpg,복근+허벅지+팔 운동을 한번에!!,전신,https://www.youtube.com/embed/ui_IvV3Z-qg?rel=0&autoplay=1
https://img.youtube.com/vi/BLiWk9lAbZ4/0.jpg,수건이나 패드를 활용한 운동법,전신,https://www.youtube.com/embed/BLiWk9lAbZ4?rel=0&autoplay=1
https://img.youtube.com/vi/0KPpICARPGQ/0.jpg,20분 걷기 운동 체중감량 DOWN↓↓,전신,https://www.youtube.com/embed/0KPpICARPGQ?rel=0&autoplay=1
https://img.youtube.com/vi/eGapz-Kivwo/0.jpg,초급자를 위한 전신 운동 지방 태우기,전신,https://www.youtube.com/embed/eGapz-Kivwo?rel=0&autoplay=1
https://img.youtube.com/vi/3uf9x0k9QXs/0.jpg,섹시하고 숨막히는 뒤태 만들어주는 운동법!,전신,https://www.youtube.com/embed/3uf9x0k9QXs?rel=0&autoplay=1
https://img.youtube.com/vi/5dLBwcA3rcg/0.jpg,체력을 키우는 동시에 체중감량까지!!,전신,https://www.youtube.com/embed/5dLBwcA3rcg?rel=0&autoplay=1
https://img.youtube.com/vi/35G7AW78kxo/0.jpg,걷기운동을 통해 칼로리 죽이기 - 15분 운동,전신,https://www.youtube.com/embed/35G7AW78kxo?rel=0&autoplay=1
https://img.youtube.com/vi/bVqpfPFjQq4/0.jpg,근육강화와 몸매라인을 변화시키는 운동!,전신,https://www.youtube.com/embed/bVqpfPFjQq4?rel=0&autoplay=1
https://img.youtube.com/vi/QUCawq66H_w/0.jpg,짐볼을 활용한 전신 코어운동,전신,https://www.youtube.com/embed/QUCawq66H_w?rel=0&autoplay=1
https://img.youtube.com/vi/0j_DFiXBurE/0.jpg,30분동안 300칼로리 불태우기,전신,https://www.youtube.com/embed/0j_DFiXBurE?rel=0&autoplay=1
https://img.youtube.com/vi/tcKNLnmmKpU/0.jpg,등 라인을 탄력있게 만들어주는 운동,전신,https://www.youtube.com/embed/tcKNLnmmKpU?rel=0&autoplay=1
https://img.youtube.com/vi/etjM01Gzwig/0.jpg,볼을 활용한 8분 운동법,전신,https://www.youtube.com/embed/etjM01Gzwig?rel=0&autoplay=1
https://img.youtube.com/vi/hjp9U3Xr6VE/0.jpg,섹시한 Back 라인을 만들어주는 운동,전신,https://www.youtube.com/embed/hjp9U3Xr6VE?rel=0&autoplay=1
https://img.youtube.com/vi/sXxFjDYvNYE/0.jpg,12분 운동법 - 체중감량에 탁월한 운동,전신,https://www.youtube.com/embed/sXxFjDYvNYE?rel=0&autoplay=1
https://img.youtube.com/vi/jPOkZVIqlvY/0.jpg,유산소 운동으로 칼로리 소비하기,전신,https://www.youtube.com/embed/jPOkZVIqlvY?rel=0&autoplay=1
